0.00, 100.00, 100.00
0.00, 99.97, 99.97
0.01, 99.92, 99.92
0.01, 99.88, 99.88
0.01, 99.84, 99.84
0.01, 99.81, 99.81
0.02, 99.81, 99.81
0.02, 99.79, 99.79
0.02, 99.77, 99.77
0.02, 99.74, 99.74
0.03, 99.72, 99.72
0.03, 99.69, 99.69
0.03, 99.69, 99.69
0.04, 99.67, 99.67
0.04, 99.63, 99.63
0.04, 99.62, 99.62
0.04, 99.61, 99.61
0.05, 99.59, 99.59
0.05, 99.54, 99.54
0.05, 99.52, 99.52
0.05, 99.48, 99.48
0.06, 99.47, 99.47
0.06, 99.45, 99.45
0.06, 99.45, 99.45
0.07, 99.42, 99.42
0.07, 99.40, 99.40
0.07, 99.40, 99.40
0.07, 99.36, 99.36
0.08, 99.36, 99.36
0.08, 99.35, 99.35
0.08, 99.32, 99.32
0.08, 99.31, 99.31
0.09, 99.28, 99.28
0.09, 99.27, 99.27
0.09, 99.26, 99.26
0.10, 99.25, 99.25
0.10, 99.25, 99.25
0.10, 99.23, 99.23
0.10, 99.23, 99.23
0.11, 99.20, 99.20
0.11, 99.16, 99.16
0.11, 99.15, 99.15
0.12, 99.14, 99.14
0.12, 99.12, 99.12
0.12, 99.12, 99.12
0.12, 99.10, 99.10
0.13, 99.10, 99.10
0.13, 99.09, 99.09
0.13, 99.07, 99.07
0.13, 99.05, 99.05
0.14, 99.05, 99.05
0.14, 99.05, 99.05
0.14, 99.05, 99.05
0.15, 99.05, 99.05
0.15, 99.03, 99.03
0.15, 99.01, 99.01
0.15, 99.00, 99.00
0.16, 98.98, 98.98
0.16, 98.96, 98.96
0.16, 98.95, 98.95
0.16, 98.93, 98.93
0.17, 98.91, 98.91
0.17, 98.90, 98.90
0.17, 98.88, 98.88
0.18, 98.88, 98.88
0.18, 98.88, 98.88
0.18, 98.88, 98.88
0.18, 98.87, 98.87
0.19, 98.87, 98.87
0.19, 98.85, 98.85
0.19, 98.84, 98.84
0.19, 98.84, 98.84
0.20, 98.83, 98.83
0.20, 98.83, 98.83
0.20, 98.83, 98.83
0.21, 98.80, 98.80
0.21, 98.79, 98.79
0.21, 98.79, 98.79
0.21, 98.77, 98.77
0.22, 98.75, 98.75
0.22, 98.73, 98.73
0.22, 98.71, 98.71
0.22, 98.70, 98.70
0.23, 98.68, 98.68
0.23, 98.68, 98.68
0.23, 98.68, 98.68
0.24, 98.67, 98.67
0.24, 98.67, 98.67
0.24, 98.65, 98.65
0.24, 98.63, 98.63
0.25, 98.63, 98.63
0.25, 98.60, 98.60
0.25, 98.58, 98.58
0.25, 98.57, 98.57
0.26, 98.57, 98.57
0.26, 98.56, 98.56
0.26, 98.55, 98.55
0.27, 98.55, 98.55
0.27, 98.53, 98.53
0.27, 98.51, 98.51
0.27, 98.51, 98.51
0.28, 98.50, 98.50
0.28, 98.49, 98.49
0.28, 98.48, 98.48
0.28, 98.48, 98.48
0.29, 98.48, 98.48
0.29, 98.46, 98.46
0.29, 98.46, 98.46
0.30, 98.46, 98.46
0.30, 98.46, 98.46
0.30, 98.46, 98.46
0.30, 98.44, 98.44
0.31, 98.43, 98.43
0.31, 98.42, 98.42
0.31, 98.42, 98.42
0.32, 98.42, 98.42
0.32, 98.39, 98.39
0.32, 98.36, 98.36
0.32, 98.36, 98.36
0.33, 98.36, 98.36
0.33, 98.36, 98.36
0.33, 98.31, 98.31
0.33, 98.31, 98.31
0.34, 98.30, 98.30
0.34, 98.30, 98.30
0.34, 98.29, 98.29
0.35, 98.29, 98.29
0.35, 98.29, 98.29
0.35, 98.29, 98.29
0.35, 98.27, 98.27
0.36, 98.26, 98.26
0.36, 98.26, 98.26
0.36, 98.24, 98.24
0.36, 98.24, 98.24
0.37, 98.23, 98.23
0.37, 98.22, 98.22
0.37, 98.22, 98.22
0.38, 98.21, 98.21
0.38, 98.20, 98.20
0.38, 98.19, 98.19
0.38, 98.18, 98.18
0.39, 98.16, 98.16
0.39, 98.15, 98.15
0.39, 98.15, 98.15
0.39, 98.14, 98.14
0.40, 98.14, 98.14
0.40, 98.14, 98.14
0.40, 98.12, 98.12
0.41, 98.09, 98.09
0.41, 98.08, 98.08
0.41, 98.06, 98.06
0.41, 98.05, 98.05
0.42, 98.05, 98.05
0.42, 98.05, 98.05
0.42, 98.05, 98.05
0.42, 98.04, 98.04
0.43, 98.02, 98.02
0.43, 98.00, 98.00
0.43, 98.00, 98.00
0.44, 97.99, 97.99
0.44, 97.97, 97.97
0.44, 97.95, 97.95
0.44, 97.94, 97.94
0.45, 97.93, 97.93
0.45, 97.92, 97.92
0.45, 97.92, 97.92
0.45, 97.90, 97.90
0.46, 97.89, 97.89
0.46, 97.88, 97.88
0.46, 97.88, 97.88
0.47, 97.86, 97.86
0.47, 97.85, 97.85
0.47, 97.83, 97.83
0.47, 97.82, 97.82
0.48, 97.82, 97.82
0.48, 97.81, 97.81
0.48, 97.80, 97.80
0.48, 97.79, 97.79
0.49, 97.79, 97.79
0.49, 97.79, 97.79
0.49, 97.78, 97.78
