0.00, 0.00, 0.00
0.00, 0.00, 0.00
0.01, 0.00, 0.00
0.01, 0.00, 0.00
0.01, 0.00, 0.00
0.01, 0.00, 0.00
0.02, 0.00, 0.00
0.02, 0.00, 0.00
0.02, 0.09, 0.09
0.02, 0.09, 0.09
0.03, 0.09, 0.09
0.03, 0.09, 0.09
0.03, 0.09, 0.09
0.04, 0.18, 0.18
0.04, 0.18, 0.18
0.04, 0.18, 0.18
0.04, 0.18, 0.18
0.05, 0.18, 0.18
0.05, 0.18, 0.18
0.05, 0.18, 0.18
0.05, 0.18, 0.18
0.06, 0.18, 0.18
0.06, 0.18, 0.18
0.06, 0.18, 0.18
0.07, 0.18, 0.18
0.07, 0.18, 0.18
0.07, 0.18, 0.18
0.07, 0.18, 0.18
0.08, 0.18, 0.18
0.08, 0.18, 0.18
0.08, 0.18, 0.18
0.08, 0.18, 0.18
0.09, 0.18, 0.18
0.09, 0.18, 0.18
0.09, 0.18, 0.18
0.10, 0.18, 0.18
0.10, 0.18, 0.18
0.10, 0.18, 0.18
0.10, 0.18, 0.18
0.11, 0.18, 0.18
0.11, 0.18, 0.18
0.11, 0.18, 0.18
0.12, 0.18, 0.18
0.12, 0.18, 0.18
0.12, 0.18, 0.18
0.12, 0.18, 0.18
0.13, 0.18, 0.18
0.13, 0.18, 0.18
0.13, 0.18, 0.18
0.13, 0.18, 0.18
0.14, 0.18, 0.18
0.14, 0.18, 0.18
0.14, 0.18, 0.18
0.15, 0.18, 0.18
0.15, 0.18, 0.18
0.15, 0.18, 0.18
0.15, 0.18, 0.18
0.16, 0.18, 0.18
0.16, 0.18, 0.18
0.16, 0.18, 0.18
0.16, 0.18, 0.18
0.17, 0.18, 0.18
0.17, 0.18, 0.18
0.17, 0.18, 0.18
0.18, 0.18, 0.18
0.18, 0.18, 0.18
0.18, 0.18, 0.18
0.18, 0.18, 0.18
0.19, 0.18, 0.18
0.19, 0.18, 0.18
0.19, 0.18, 0.18
0.19, 0.18, 0.18
0.20, 0.18, 0.18
0.20, 0.18, 0.18
0.20, 0.18, 0.18
0.21, 0.18, 0.18
0.21, 0.18, 0.18
0.21, 0.18, 0.18
0.21, 0.18, 0.18
0.22, 0.18, 0.18
0.22, 0.18, 0.18
0.22, 0.18, 0.18
0.22, 0.18, 0.18
0.23, 0.18, 0.18
0.23, 0.18, 0.18
0.23, 0.18, 0.18
0.24, 0.18, 0.18
0.24, 0.18, 0.18
0.24, 0.18, 0.18
0.24, 0.18, 0.18
0.25, 0.18, 0.18
0.25, 0.18, 0.18
0.25, 0.18, 0.18
0.25, 0.18, 0.18
0.26, 0.18, 0.18
0.26, 0.18, 0.18
0.26, 0.18, 0.18
0.27, 0.18, 0.18
0.27, 0.18, 0.18
0.27, 0.18, 0.18
0.27, 0.18, 0.18
0.28, 0.18, 0.18
0.28, 0.18, 0.18
0.28, 0.18, 0.18
0.28, 0.18, 0.18
0.29, 0.18, 0.18
0.29, 0.18, 0.18
0.29, 0.18, 0.18
0.30, 0.18, 0.18
0.30, 0.18, 0.18
0.30, 0.18, 0.18
0.30, 0.18, 0.18
0.31, 0.18, 0.18
0.31, 0.18, 0.18
0.31, 0.18, 0.18
0.32, 0.18, 0.18
0.32, 0.18, 0.18
0.32, 0.18, 0.18
0.32, 0.18, 0.18
0.33, 0.18, 0.18
0.33, 0.18, 0.18
0.33, 0.18, 0.18
0.33, 0.18, 0.18
0.34, 0.18, 0.18
0.34, 0.18, 0.18
0.34, 0.18, 0.18
0.35, 0.18, 0.18
0.35, 0.18, 0.18
0.35, 0.18, 0.18
0.35, 0.18, 0.18
0.36, 0.18, 0.18
0.36, 0.18, 0.18
0.36, 0.18, 0.18
0.36, 0.18, 0.18
0.37, 0.18, 0.18
0.37, 0.18, 0.18
0.37, 0.18, 0.18
0.38, 0.18, 0.18
0.38, 0.18, 0.18
0.38, 0.18, 0.18
0.38, 0.18, 0.18
0.39, 0.18, 0.18
0.39, 0.18, 0.18
0.39, 0.18, 0.18
0.39, 0.18, 0.18
0.40, 0.18, 0.18
0.40, 0.18, 0.18
0.40, 0.18, 0.18
0.41, 0.18, 0.18
0.41, 0.18, 0.18
0.41, 0.18, 0.18
0.41, 0.18, 0.18
0.42, 0.18, 0.18
0.42, 0.18, 0.18
0.42, 0.18, 0.18
0.42, 0.18, 0.18
0.43, 0.18, 0.18
0.43, 0.18, 0.18
0.43, 0.18, 0.18
0.44, 0.18, 0.18
0.44, 0.18, 0.18
0.44, 0.18, 0.18
0.44, 0.18, 0.18
0.45, 0.18, 0.18
0.45, 0.18, 0.18
0.45, 0.18, 0.18
0.45, 0.18, 0.18
0.46, 0.18, 0.18
0.46, 0.18, 0.18
0.46, 0.18, 0.18
0.47, 0.18, 0.18
0.47, 0.18, 0.18
0.47, 0.18, 0.18
0.47, 0.18, 0.18
0.48, 0.18, 0.18
0.48, 0.18, 0.18
0.48, 0.18, 0.18
0.48, 0.18, 0.18
0.49, 0.18, 0.18
0.49, 0.18, 0.18
0.49, 0.18, 0.18
0.50, 0.18, 0.18
0.50, 0.18, 0.18
0.50, 0.18, 0.18
0.50, 0.18, 0.18
0.51, 0.18, 0.18
0.51, 0.18, 0.18
0.51, 0.18, 0.18
0.52, 0.18, 0.18
0.52, 0.18, 0.18
0.52, 0.18, 0.18
0.52, 0.18, 0.18
0.53, 0.18, 0.18
0.53, 0.18, 0.18
0.53, 0.18, 0.18
0.53, 0.18, 0.18
0.54, 0.18, 0.18
0.54, 0.18, 0.18
0.54, 0.18, 0.18
0.55, 0.18, 0.18
0.55, 0.18, 0.18
0.55, 0.18, 0.18
0.55, 0.18, 0.18
0.56, 0.18, 0.18
0.56, 0.18, 0.18
0.56, 0.18, 0.18
0.56, 0.18, 0.18
0.57, 0.18, 0.18
0.57, 0.18, 0.18
0.57, 0.18, 0.18
0.58, 0.18, 0.18
0.58, 0.18, 0.18
0.58, 0.18, 0.18
0.58, 0.18, 0.18
0.59, 0.18, 0.18
0.59, 0.18, 0.18
0.59, 0.18, 0.18
0.59, 0.18, 0.18
0.60, 0.26, 0.27
0.60, 0.26, 0.27
0.60, 0.26, 0.27
0.61, 0.26, 0.27
0.61, 0.26, 0.27
0.61, 0.26, 0.27
0.61, 0.26, 0.27
0.62, 0.26, 0.27
0.62, 0.26, 0.27
0.62, 0.26, 0.27
0.62, 0.26, 0.27
0.63, 0.26, 0.27
0.63, 0.26, 0.27
0.63, 0.26, 0.27
0.64, 0.26, 0.27
0.64, 0.26, 0.27
0.64, 0.26, 0.27
0.64, 0.26, 0.27
0.65, 0.26, 0.27
0.65, 0.26, 0.27
0.65, 0.26, 0.27
0.65, 0.26, 0.27
0.66, 0.26, 0.27
0.66, 0.26, 0.27
0.66, 0.26, 0.27
0.67, 0.26, 0.27
0.67, 0.26, 0.27
0.67, 0.26, 0.27
0.67, 0.26, 0.27
0.68, 0.26, 0.27
0.68, 0.26, 0.27
0.68, 0.26, 0.27
0.68, 0.26, 0.27
0.69, 0.26, 0.27
0.69, 0.26, 0.27
0.69, 0.26, 0.27
0.70, 0.26, 0.27
0.70, 0.26, 0.27
0.70, 0.26, 0.27
0.70, 0.26, 0.27
0.71, 0.26, 0.27
0.71, 0.26, 0.27
0.71, 0.26, 0.27
0.72, 0.26, 0.27
0.72, 0.26, 0.27
0.72, 0.26, 0.27
0.72, 0.26, 0.27
0.73, 0.26, 0.27
0.73, 0.26, 0.27
0.73, 0.26, 0.27
0.73, 0.26, 0.27
0.74, 0.26, 0.27
0.74, 0.26, 0.27
0.74, 0.26, 0.27
0.75, 0.26, 0.27
0.75, 0.26, 0.27
0.75, 0.26, 0.27
0.75, 0.26, 0.27
0.76, 0.26, 0.27
0.76, 0.26, 0.27
0.76, 0.26, 0.27
0.76, 0.26, 0.27
0.77, 0.26, 0.27
0.77, 0.26, 0.27
0.77, 0.26, 0.27
0.78, 0.26, 0.27
0.78, 0.26, 0.27
0.78, 0.26, 0.27
0.78, 0.26, 0.27
0.79, 0.26, 0.27
0.79, 0.26, 0.27
0.79, 0.26, 0.27
0.79, 0.26, 0.27
0.80, 0.26, 0.27
0.80, 0.26, 0.27
0.80, 0.26, 0.27
0.81, 0.26, 0.27
0.81, 0.26, 0.27
0.81, 0.26, 0.27
0.81, 0.26, 0.27
0.82, 0.26, 0.27
0.82, 0.26, 0.27
0.82, 0.26, 0.27
0.82, 0.26, 0.27
0.83, 0.26, 0.27
0.83, 0.26, 0.27
0.83, 0.26, 0.27
0.84, 0.26, 0.27
0.84, 0.26, 0.27
0.84, 0.26, 0.27
0.84, 0.26, 0.27
0.85, 0.26, 0.27
0.85, 0.26, 0.27
0.85, 0.26, 0.27
0.85, 0.26, 0.27
0.86, 0.26, 0.27
0.86, 0.26, 0.27
0.86, 0.26, 0.27
0.87, 0.26, 0.27
0.87, 0.26, 0.27
0.87, 0.26, 0.27
0.87, 0.26, 0.27
0.88, 0.26, 0.27
0.88, 0.26, 0.27
0.88, 0.26, 0.27
0.88, 0.26, 0.27
0.89, 0.26, 0.27
0.89, 0.26, 0.27
0.89, 0.26, 0.27
0.90, 0.26, 0.27
0.90, 0.26, 0.27
0.90, 0.26, 0.27
0.90, 0.26, 0.27
0.91, 0.26, 0.27
0.91, 0.26, 0.27
0.91, 0.26, 0.27
0.92, 0.26, 0.27
0.92, 0.26, 0.27
0.92, 0.26, 0.27
0.92, 0.26, 0.27
0.93, 0.26, 0.27
0.93, 0.26, 0.27
0.93, 0.26, 0.27
0.93, 0.26, 0.27
0.94, 0.26, 0.27
0.94, 0.26, 0.27
0.94, 0.26, 0.27
0.95, 0.26, 0.27
0.95, 0.26, 0.27
0.95, 0.26, 0.27
0.95, 0.26, 0.27
0.96, 0.26, 0.27
0.96, 0.26, 0.27
0.96, 0.26, 0.27
0.96, 0.26, 0.27
0.97, 0.26, 0.27
0.97, 0.26, 0.27
0.97, 0.26, 0.27
0.98, 0.26, 0.27
0.98, 0.26, 0.27
0.98, 0.26, 0.27
0.98, 0.26, 0.27
0.99, 0.26, 0.27
0.99, 0.26, 0.27
0.99, 0.26, 0.27
0.99, 0.26, 0.27
1.00, 0.26, 0.27
1.00, 0.26, 0.27
1.00, 0.26, 0.27
1.01, 0.26, 0.27
1.01, 0.26, 0.27
1.01, 0.26, 0.27
1.01, 0.26, 0.27
1.02, 0.26, 0.27
1.02, 0.26, 0.27
1.02, 0.26, 0.27
1.02, 0.26, 0.27
1.03, 0.26, 0.27
1.03, 0.26, 0.27
1.03, 0.26, 0.27
1.04, 0.26, 0.27
1.04, 0.26, 0.27
1.04, 0.26, 0.27
1.04, 0.26, 0.27
1.05, 0.26, 0.27
1.05, 0.26, 0.27
1.05, 0.26, 0.27
1.05, 0.26, 0.27
1.06, 0.26, 0.27
1.06, 0.26, 0.27
1.06, 0.26, 0.27
1.07, 0.26, 0.27
1.07, 0.26, 0.27
1.07, 0.26, 0.27
1.07, 0.26, 0.27
1.08, 0.26, 0.27
1.08, 0.26, 0.27
1.08, 0.26, 0.27
1.08, 0.26, 0.27
1.09, 0.26, 0.27
1.09, 0.26, 0.27
1.09, 0.26, 0.27
1.10, 0.26, 0.27
1.10, 0.26, 0.27
1.10, 0.26, 0.27
1.10, 0.26, 0.27
1.11, 0.26, 0.27
1.11, 0.26, 0.27
1.11, 0.26, 0.27
1.12, 0.35, 0.35
1.12, 0.35, 0.35
1.12, 0.35, 0.35
